Restaurant ID,Name,Aggregate Rating,Rating Subtitle,Votes,Dining Review Count,Delivery Rating,Delivery Review Count,Cost for Two,Cost for One,Locality,Address,Cuisine,City,latitude,longitude
19857581,GLOBO Ice Creams Of The World,4.0,Very Good,25,0,4.0,25,₹250 for two,₹300 for one,"DLF Phase 3, Gurgaon","U15/37, DLF Phase 3, Gurgaon","Ice Cream, Desserts",Delhi NCR,28.50079,77.09259
19367995,Itminaan Matka Biryani - Slow Cooked,4.2,Very Good,304,0,4.2,304,₹500 for two,₹350 for one,"DLF Phase 3, Gurgaon","U15/37, DLF Phase 3, Gurgaon","Biryani, North Indian, Mughlai",Delhi NCR,28.50079,77.09259
20713384,BOOM Sandwich - Sub of India,4.3,Very Good,45,0,4.3,45,₹400 for two,₹350 for one,"DLF Phase 3, Gurgaon","U15/37, DLF Phase 3, Gurgaon","Sandwich, Healthy Food, Beverages",Delhi NCR,28.50079,77.09259
19466006,Mad Over Donuts,3.6,Good,769,10,4.1,759,₹400 for two,₹100 for one,"Sector 12, Gurgaon","SCO 40, First Floor, Near Sector 12A, Sector 12, Gurgaon","Desserts, Waffle, Beverages",Delhi NCR,28.4635,77.02679
19016427,Tummies,3.4,Average,791,11,3.5,780,₹250 for two,₹200 for one,"DLF Phase 3, Gurgaon","11/20, U Block, DLF Phase 3, Gurgaon","North Indian, Chinese, Mughlai, Kebab",Delhi NCR,28.50079,77.09259
20023850,Peppy Parathas & Rolls by Chai Point,4.3,Very Good,43,0,4.3,43,₹300 for two,₹200 for one,"DLF Cyber City, Gurgaon","Plot 24-G, Ground Floor, AIHP Signature Tower, Phase-5, Udyog Vihar, Gurgaon, DLF Cyber City, Gurgaon","Fast Food, North Indian, Rolls, Healthy Food",Delhi NCR,28.46264,77.09248
19828407,Sundae Everyday Ice Creams,4.2,Very Good,80,0,4.2,80,₹300 for two,₹200 for one,"DLF Phase 3, Gurgaon","S-27/7, KL House Complex, Nathupur, DLF Phase 3, Gurgaon","Ice Cream, Desserts, Shake",Delhi NCR,28.50079,77.09259
18967617,Shama Chicken Biryani Corner,4.0,Very Good,"2,661",44,4.3,"2,617",₹450 for two,₹100 for one,"Cyber Hub, DLF Cyber City, Gurgaon","Shop 2, Shankar Chowk, DLF Cyber City, Gurgaon","Biryani, North Indian",Delhi NCR,28.49729,77.08986
20232019,Cakofy,4.4,Very Good,"4,554",0,4.4,"4,554",₹400 for two,₹150 for one,"Sector 22, Gurgaon","Inayatpur, Near Ahuja Tyres, Sector 22, Gurgaon",Bakery,Delhi NCR,28.50273,77.06222
20736306,Cake By Creamy Aroma,4.2,Very Good,250,0,4.2,250,₹400 for two,₹400 for one,"Sector 22, Gurgaon","First floor, Inayatpur, Near Ahuja Tyres, Sector 22, Gurgaon",Bakery,Delhi NCR,28.50273,77.06222
20494740,"Bhatti Chicken - Grilled, NOT Fried!",4.0,Very Good,22,0,4.0,22,₹400 for two,₹400 for one,"DLF Phase 3, Gurgaon","U15/37, DLF Phase 3, Gurgaon","Fast Food, North Indian, Roast Chicken, BBQ",Delhi NCR,28.50079,77.09259
19470185,Thali On Go,4.2,Very Good,402,0,4.2,402,₹450 for two,₹100 for one,"Udyog Vihar, Gurgaon","Plot 317, Phase 4, Udyog Vihar, Gurgaon",North Indian,Delhi NCR,28.50683,77.08337
20644973,Cafe Healthy High By Nirula's,3.9,Good,88,0,3.9,88,₹700 for two,₹250 for one,"Sector 22, Gurgaon","SCO 84, First Floor, Huda Market, Sector 22, Gurgaon","Healthy Food, Salad, Grilled Chicken, Sandwich, Wraps, Pizza, Burger, Ice Cream",Delhi NCR,28.50273,77.06222
20670438,Food Hub,3.6,Good,235,0,3.6,235,₹700 for two,₹250 for one,"Sikandarpur, Gurgaon","Shop DCT-237, 2nd Floor, DLF City Court, Sikandarpur, Gurgaon","North Indian, Mughlai, Chinese, Rolls, Biryani",Delhi NCR,28.48633,77.1021
20036880,Barista Coffee,3.9,Good,298,23,4.0,275,₹500 for two,₹250 for one,"Sikandarpur, Gurgaon","Khasra-420/1/2/3, Sector 26, Opposite Neelkanth Hospital, Sikandarpur, Gurgaon","Cafe, Coffee, Tea, Fast Food, Beverages, Desserts",Delhi NCR,28.48633,77.1021
20580360,Heavenly Treat,4.3,Very Good,"1,043",0,4.3,"1,043",₹500 for two,₹500 for one,"Sector 22, Gurgaon","First Floor, Inayatpur, Near Ahuja Tyres, Sector 22, Gurgaon","Bakery, Desserts",Delhi NCR,28.50273,77.06222
20734879,The Sandwich Society,3.8,Good,117,0,3.8,117,₹400 for two,₹500 for one,"DLF Phase 3, Gurgaon","51, Shop 671, S Block, DLF Phase 3, Gurgaon","Sandwich, Ice Cream, Juices, Salad, Burger, Pasta, Fast Food, Shake",Delhi NCR,28.50079,77.09259
20714349,Pind Kaneda,3.5,Good,25,0,3.5,25,₹400 for two,₹300 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, Nathupur, DLF Phase 3, Gurgaon","North Indian, Fast Food",Delhi NCR,28.50079,77.09259
19367939,Bablu Fast Food,4.0,Very Good,121,0,4.0,121,₹350 for two,₹300 for one,"DLF Phase 4, Gurgaon","Plot 34, Opposite Plot 226, DLF Phase 4, Gurgaon","Chinese, Sichuan",Delhi NCR,28.469,77.08278
20718476,Yumtum Zone,3.3,Average,95,0,3.3,95,₹500 for two,₹200 for one,"DLF Phase 3, Gurgaon","House 670, S Block, Gali 51, DLF Phase 3, Gurgaon","Chinese, Fast Food, Salad, Desserts, Beverages",Delhi NCR,28.50079,77.09259
20278287,King Chef Rebdi,3.3,Average,54,0,3.3,54,₹100 for two,₹250 for one,"Sector 12, Gurgaon","Shope 20, West Rajiv Nagar, Near Anda Godown, Sector 12, Gurgaon",Mithai,Delhi NCR,28.4635,77.02679
18612215,"Vindhwashni Bakers , Confectioner & Florist",3.2,Average,62,0,3.2,62,₹900 for two,₹250 for one,"Sector 17, Gurgaon","Shop 2, Plot 373, Satguru Farm, Udyog Vihar Phase 4, Opposite Maruti Gate 1, 40 Feet Road, Sector-18, Near Sector 17, Gurgaon",Bakery,Delhi NCR,28.48024,77.0593
20746817,Bengali Curry,3.5,Good,148,0,3.5,148,₹300 for two,₹150 for one,"Sikandarpur, Gurgaon","Shop DCT 237, Second Floor, DLF City Court, Sikandarpur, Gurgaon","North Indian, Chinese",Delhi NCR,28.48633,77.1021
20353861,Pizza & Pizza,3.1,Average,59,0,3.1,59,₹350 for two,₹150 for one,"Sector 12, Gurgaon","Shop 1, House 540, Bhim Nagar, Moji Wala Road, Sector 12, Gurgaon","Pizza, Street Food",Delhi NCR,28.4635,77.02679
20448236,Chef Rasoi,2.8,Average,16,0,2.8,16,₹300 for two,₹150 for one,"Mahipalpur, New Delhi","Shop 4, Block A, Gali 7, Road 4, Mahipalpur, New Delhi","North Indian, Mughlai, Chinese, Rolls, Momos",Delhi NCR,28.54842,77.13636
20415467,Italian Mini Pizza,3.2,Average,19,0,3.2,19,₹400 for two,₹200 for one,"Palam Vihar, Gurgaon","Shop 9A, Gali 1, Palam Vihar, Gurgaon",Pizza,Delhi NCR,28.51679,77.04054
19349487,Mosmos Momos,3.0,Average,439,0,3.0,439,₹300 for two,₹200 for one,"Old Railway Road, Gurgaon","Shop 20, Near Gau Mata Rasoi, Old Railway Road, Gurgaon","Rolls, Momos, Chinese",Delhi NCR,28.45178,77.03094
20705952,Shanghai Chillie's,3.8,Good,16,0,3.8,16,₹300 for two,₹150 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, Nathupur, DLF Phase 3, Gurgaon","Chinese, Momos, Beverages",Delhi NCR,28.50079,77.09259
20187378,It's Sundae,3.8,Good,12,0,3.8,12,₹400 for two,₹150 for one,"DLF Phase 3, Gurgaon","Shop 2, 2nd Floor, Cross Road Complex, DLF Phase 3, Gurgaon","Desserts, Burger, Sandwich, Pasta, Fast Food, Salad, North Indian, Beverages",Delhi NCR,28.50079,77.09259
20934477,Parvanii,4.1,Very Good,363,,,,₹500 for two,₹200 for one,"Mahipalpur, New Delhi","K-2, House 22, G/F, Defence Enclave, Mahipalpur, New Delhi","Odia, Bengali",Delhi NCR,28.54842,77.13636
20369428,Biryani Adda Restaurant,3.1,Average,80,0,3.1,80,₹350 for two,₹150 for one,"Sector 5, Gurgaon","Shop 20, Street 1, West Rajiv Nagar, Sheetla Mata Mandir Road, Sector 5, Gurgaon",Biryani,Delhi NCR,28.47886,77.01914
19686235,Sweet Retreat,3.4,Average,95,0,3.4,95,₹200 for two,₹300 for one,"Sector 12, Gurgaon","Shop 83, West Rajiv Nagar, Near HP Petrol Pump, Sector 12, Gurgaon","Desserts, Mithai",Delhi NCR,28.4635,77.02679
20495365,Uncle Pizza X Press,3.5,Good,24,0,3.5,24,₹350 for two,₹300 for one,"Palam Vihar, Gurgaon","Shop 4/B, Dharam Colony, Carterpuri Road, Palam Vihar, Gurgaon","Pizza, Sandwich, Burger, Street Food, Fast Food, Shake, Beverages",Delhi NCR,28.51679,77.04054
20279295,Bhabi Ji biryani,3.5,Good,80,0,3.5,80,₹350 for two,₹300 for one,"Sector 12, Gurgaon","Shop 540, Moji Wala Kuan, Near Fire Station, Sector 12, Gurgaon",Biryani,Delhi NCR,28.4635,77.02679
20868150,Baker's24,4.0,Very Good,11,0,4.0,11,₹200 for two,₹300 for one,"DLF Phase 3, Gurgaon","House U-28A/5, DLF Phase 3, Gurgaon",Bakery,Delhi NCR,28.50079,77.09259
20187433,Ice Cream Square - A Royal Sweet Treat,4.0,Very Good,12,0,4.0,12,₹400 for two,₹550 for one,"DLF Phase 3, Gurgaon","Shop 2, 2nd Floor, Cross Road Complex, Sector 24, DLF Phase 3, Gurgaon","Desserts, Ice Cream, Fast Food, Burger, Pasta, Shake, Beverages",Delhi NCR,28.50079,77.09259
20726068,Fat Chinese Chef,3.6,Good,19,0,3.6,19,₹500 for two,₹550 for one,"DLF Phase 3, Gurgaon","S27/17, Block 1/6, DLF Phase 3, Gurgaon","Chinese, Momos, Shake, Beverages",Delhi NCR,28.50079,77.09259
20686876,Ballu Bawarchi,3.5,Good,17,0,3.5,17,₹500 for two,₹550 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, DLF Phase 3, Gurgaon","North Indian, Shawarma, Biryani",Delhi NCR,28.50079,77.09259
20425071,The Golden Rasgulla,2.9,Average,18,0,2.9,18,₹100 for two,₹300 for one,"Palam Vihar, Gurgaon","Shop 20, Gali 1, Near Anda Godown, Sector 12, Chakarpur, Palam Vihar, Gurgaon",Mithai,Delhi NCR,28.51679,77.04054
20623416,"Ovenfresh Pizzas, Cakes and Desserts",4.0,Very Good,26,0,4.0,26,₹200 for two,₹300 for one,"Udyog Vihar, Gurgaon","832, First Floor, Phase-5, Udyog Vihar, Gurgaon","Bakery, Desserts, Ice Cream, Mithai, Beverages, Pizza",Delhi NCR,28.50683,77.08337
20142423,Nasta.Com,2.9,Average,223,0,2.9,223,₹400 for two,₹300 for one,"Sector 12, Gurgaon","Shop 101, Khera Devt Road, Near Shiv Vatika, Sector 6, Near Sector 12, Gurgaon","North Indian, Chinese, Fast Food",Delhi NCR,28.4635,77.02679
19354984,Chef Story,4.4,Very Good,359,0,4.4,359,₹450 for two,₹300 for one,"Vasant Kunj, New Delhi","D-1-1403, Bhawani Kunj, Near Vasant Kunj, New Delhi","Waffle, European, Pancake",Delhi NCR,28.53151,77.15021
20333864,Bedchamber Biryani,3.3,Average,38,0,3.3,38,₹500 for two,₹150 for one,"MG Road, Gurgaon","Plot 81A, Sushant Lok Phase 1, Sector 28, MG Road, Gurgaon",Biryani,Delhi NCR,28.46111,77.0961
20724465,Let's Wok,2.9,Average,15,0,2.9,15,₹300 for two,₹200 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, Nathupur, DLF Phase 3, Gurgaon",Chinese,Delhi NCR,28.50079,77.09259
20462421,Signature Cafe,3.5,Good,499,10,3.2,489,₹400 for two,₹200 for one,"Sector 23, Gurgaon","Killa 2/1/1/1, Building 0, Khata 3414/3742, Mustatil 37, Kanal 10, Choma 62, Marla, Sector 23, Gurgaon","Chinese, North Indian, Seafood, Rolls, Burger, Fast Food, Momos",Delhi NCR,28.50389,77.04526
20187447,Chakhna 24*7,3.8,Good,75,0,3.8,75,₹500 for two,₹200 for one,"DLF Phase 3, Gurgaon","Shop 2, 2nd Floor, Cross Road Complex, NR-27, Sector 24, DLF Phase 3, Gurgaon","Fast Food, Burger, Pasta, Sandwich, Momos, Desserts, Shake, Beverages",Delhi NCR,28.50079,77.09259
19631700,Biryani Planet,3.2,Average,35,0,3.2,35,₹700 for two,₹200 for one,"Mahipalpur, New Delhi","Shop 1, K Block, Near Shiv Murti Complex, Mahipalpur, New Delhi","Biryani, North Indian, Chinese",Delhi NCR,28.54842,77.13636
20650305,Indian Bawarchi,3.8,Good,17,0,3.8,17,₹500 for two,₹200 for one,"Mahipalpur, New Delhi","404 & 405, Shop 4A, Gali 7, Block-A, Mahipalpur, New Delhi","North Indian, Chinese, Momos, Rolls, Biryani",Delhi NCR,28.54842,77.13636
20712219,Laale Di Chaap,3.5,Good,17,0,3.5,17,₹500 for two,₹200 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, Nathupur, DLF Phase 3, Gurgaon",North Indian,Delhi NCR,28.50079,77.09259
20614049,Taste Mein Best,3.6,Good,301,0,3.6,301,"₹1,200 for two",₹200 for one,"Sector 23, Gurgaon","Khata 3414/3742, Mustatil 37, Killa 2/1/1/1 Choma, Sector 23, Gurgaon","Pizza, Shake",Delhi NCR,28.50389,77.04526
225,Domino's Pizza,3.7,Good,26.2K,668,4.3,25.6K,₹350 for two,₹200 for one,"DLF Cyber City, Gurgaon","UGF/RTC 9, Building 8, Tower C, DLF 2, DLF Cyber City, Gurgaon","Pizza, Fast Food",Delhi NCR,28.46264,77.09248
20770936,Tossin Pizza,4.4,Very Good,383,1,4.4,382,"₹1,200 for two",₹200 for one,"DLF Cyber City, Gurgaon","Food Court Counter.4, Ground Floor, DLF Dowmtown-3, DLF Cyber City, Gurgaon","Pizza, Shake",Delhi NCR,28.46264,77.09248
20687193,Bhukha Sher,3.4,Average,20,0,3.4,20,₹550 for two,₹250 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, DLF Phase 3, Gurgaon","North Indian, Shawarma, Rolls, Biryani",Delhi NCR,28.50079,77.09259
20706815,Big Boy Burger Co. by Nirula's,3.4,Average,105,5,3.8,100,₹300 for two,₹250 for one,"Sector 53, Gurgaon","Shop 5, Ground Floor, Left Side Lobby, Sector 53, Gurgaon","Burger, Sandwich, American, Fast Food, Hot dogs, Beverages",Delhi NCR,28.44407,77.09582
20646520,Food Hunters,2.8,Average,6,0,2.8,6,₹400 for two,₹200 for one,"Sector 23, Gurgaon","Shayam Colony, Om Vihar, Near ITM College, Sector 23, Gurgaon","North Indian, Chinese, Rolls, Fast Food, Street Food",Delhi NCR,28.50389,77.04526
20259684,Wok N More,4.0,Very Good,485,6,4.1,479,₹500 for two,₹100 for one,"DLF Phase 3, Gurgaon","Kitchen 5, Plot 171, S-27 Lane, Sector 24, DLF Phase 3, Gurgaon","Asian, Chinese, Sushi, Burmese, Oriental, Thai, Japanese",Delhi NCR,28.50079,77.09259
20369999,Ambur Star Biryani,3.2,Average,75,0,3.2,75,₹350 for two,₹100 for one,"Sector 12, Gurgaon","Shop 20, Gali 1, Sector 12, Gurgaon",Biryani,Delhi NCR,28.4635,77.02679
20896747,Mr & Mrs Burger,3.7,Good,22,0,3.7,22,₹200 for two,₹100 for one,"Mahipalpur, New Delhi","House 862, 3rd Floor, Khasra 533/3 Mahipalpur, New Delhi","Burger, Beverages",Delhi NCR,28.54842,77.13636
20845810,Hermes Dall Italia,3.7,Good,238,0,3.7,238,₹600 for two,₹100 for one,"DLF Phase 3, Gurgaon","Shop 1, Cross Road Complex, Sector 24, DLF Phase 3, Gurgaon","Fast Food, Pizza",Delhi NCR,28.50079,77.09259
20851574,Chicken Muradabadi Biryani,0.0,Not rated,4,0,,4,₹400 for two,₹100 for one,"Palam Vihar, Gurgaon","Shayam Colony, Near Mata Shitala Mandir, Palam Vihar, Gurgaon","Biryani, North Indian, Mughlai",Delhi NCR,28.51679,77.04054
19993759,Superdogs - Gourmet Hotdogs,4.0,Very Good,882,0,4.0,882,₹600 for two,₹100 for one,"DLF Phase 1, Gurgaon","F-3, H-16/6 Village, DLF Phase 1, Gurgaon","Hot dogs, Mexican",Delhi NCR,28.46355,77.08364
20112853,Moonlight Kitchen,0.0,Not rated,3,0,,3,₹300 for two,₹100 for one,"Sector 13, Gurgaon","Jack In Residency, Choori Wali Gali, Sanjay Gram, Sector 13, Gurgaon","North Indian, Chinese, Beverages",Delhi NCR,28.47568,77.039
20290574,Pav Man,3.2,Average,72,0,3.2,72,₹200 for two,₹100 for one,"DLF Phase 3, Gurgaon","665, Near Peer Baba, Nathupur, DLF Phase 3, Gurgaon","Street Food, Burger, Fast Food",Delhi NCR,28.50079,77.09259
20958646,Punjab Da Dhaba,3.3,Average,42,,,,₹800 for two,₹100 for one,"Sector 23, Gurgaon","3414/3742, Mustatil 37, Killa 2/1/1/1, Building 0, Kanal 10, Choma, Sector 23, Gurgaon","North Indian, Mughlai",Delhi NCR,28.50389,77.04526
20962528,Just Foodies,4.3,Very Good,39,,,,₹500 for two,₹200 for one,"Sector 23, Gurgaon","0/10, Khata 3414/3742, 37, Building Marla, Sector 23, Gurgaon",North Indian,Delhi NCR,28.50389,77.04526
20975488,Pizza Hunt Restaurant And Cafe,0.0,Not rated,0,,,,₹250 for two,₹100 for one,"Sector 23, Gurgaon","Shayam Colony, Om Vihar, Phase 2, Near ITM College, Sector 23, Gurgaon","Pizza, Burger",Delhi NCR,28.50389,77.04526
20951029,Ghar Si Rasoi,3.8,Good,77,,,,₹200 for two,₹100 for one,"Sector 23, Gurgaon","Building 0, Khata 3414/3742 Mustatil 37, Killa 2/1/1/1, Kanal 10, Marla, Sector 23, Gurgaon","North Indian, Chinese",Delhi NCR,28.50389,77.04526
20675496,Biryani Mahal Restaurant,2.9,Average,15,0,2.9,15,₹400 for two,₹200 for one,"Sector 23, Gurgaon","Om Vihar Colony, Cartarpuri, Sector 23, Gurgaon","Biryani, North Indian, Mughlai",Delhi NCR,28.50389,77.04526
20890607,Chai Garam,4.0,Very Good,7,0,4.0,7,₹300 for two,₹250 for one,"DLF Cyber City, Gurgaon","Plot 249, ASF Tower, D Udhyog Nagar, DLF Cyber City, Gurgaon","Beverages, Tea, Coffee, Fast Food, Street Food",Delhi NCR,28.46264,77.09248
20425755,The Rolls Baba,3.1,Average,20,0,3.1,20,₹250 for two,₹250 for one,"Sector 5, Gurgaon","1335/35, Ward 2, Sheetla Mata Road, Sector 5, Gurgaon","Rolls, Desserts, Beverages",Delhi NCR,28.47886,77.01914
20219746,The Elder Burger,2.8,Average,20,0,2.8,20,₹300 for two,₹250 for one,"Mahipalpur, New Delhi","1, L-100, Front Side 728, L-Block, Mahipalpur, New Delhi","North Indian, Beverages",Delhi NCR,28.54842,77.13636
20418581,BOF Pizza Cafe,0.0,Not rated,1,0,,1,₹400 for two,₹250 for one,"Palam Vihar, Gurgaon","Shop 15-B, Sector 4, Rajendra Park, Main Bajghera Road, Palam Vihar, Gurgaon","Pizza, Fast Food",Delhi NCR,28.51679,77.04054
20428394,Well Served,4.1,Very Good,873,0,4.1,873,₹800 for two,₹250 for one,"Udyog Vihar, Gurgaon","Plot 651, Kitchen 27, Phase-V, Sector 19, Udyog Vihar, Gurgaon",North Indian,Delhi NCR,28.50683,77.08337
20181238,Hollywood Pasta - Creamy Italian Taste,4.2,Very Good,103,0,4.2,103,₹200 for two,₹250 for one,"DLF Phase 3, Gurgaon","Shop 2, 2nd Floor, Cross Road Complex, DLF Phase 3, Gurgaon","Pasta, Sandwich, Burger, Salad, Italian, Fast Food, Juices",Delhi NCR,28.50079,77.09259
20295989,Rabdi Wala,4.3,Very Good,34,0,4.3,34,₹200 for two,₹250 for one,"Sector 12, Gurgaon","Shop 1, House 540, Near Kataria Royal Gym, Sector 12, Gurgaon",Desserts,Delhi NCR,28.4635,77.02679
20860693,Bahu-Belly,3.9,Good,15,0,3.9,15,₹550 for two,₹250 for one,"DLF Phase 3, Gurgaon","S-27/17, Block 1-6, DLF Phase 3, Gurgaon","North Indian, Chinese, Rolls, Momos",Delhi NCR,28.50079,77.09259
20914669,Rols Kingdom,0.0,Not rated,0,,,,₹300 for two,₹250 for one,"Mahipalpur, New Delhi","Shop 5, House L/97, Khasra 731, Ground Floor, Gali 7, Block-L, Main Road, Mahipalpur, New Delhi","Rolls, Wraps",Delhi NCR,28.54842,77.13636
20850276,Chicken Biryani,0.0,Not rated,1,0,,1,₹200 for two,₹250 for one,"Palam Vihar, Gurgaon","Shayam Colony, Palam Vihar, Gurgaon","Biryani, Fast Food",Delhi NCR,28.51679,77.04054
20321872,Kaynat Special Biryani,3.3,Average,73,10,3.0,63,₹400 for two,₹250 for one,"Sector 12, Gurgaon","Shop 9-A, Gali 1, West Rajiv Nagar, Near Sahara India Para Banking, Sector 12, Gurgaon","Biryani, North Indian",Delhi NCR,28.4635,77.02679
20272700,Daawat Biryani,3.3,Average,86,0,3.3,86,₹400 for two,₹250 for one,"Sector 12, Gurgaon","S.H.N-540, Moji Wala Road, Near Bhim Nagar, Sector 12, Gurgaon",Biryani,Delhi NCR,28.4635,77.02679
20845570,Oak & Wok,3.7,Good,238,0,3.7,238,₹200 for two,₹250 for one,"DLF Phase 3, Gurgaon","Shop 1 Ground Floor, Nathupur Road, Near NR 27, DLF Phase 3, Gurgaon",Chinese,Delhi NCR,28.50079,77.09259
20958497,The Italian Pasta's Live,2.4,Poor,7,,,,₹400 for two,₹200 for one,"Sector 22, Gurgaon","Plot 149, Gali 2, Noble Enclave, Sector 22, Gurgaon",Pasta,Delhi NCR,28.50273,77.06222
20959291,Noman Pizza's,4.0,Very Good,6,,,,₹500 for two,₹200 for one,"Sector 22, Gurgaon","House 149, Gali 2, Noble Enclave, Sector 22, Gurgaon",Pizza,Delhi NCR,28.50273,77.06222
20799781,Coffee Waala,0.0,Not rated,0,0,,0,₹100 for two,₹40 for one,"Sector 17, Gurgaon","114, Sukhrali Enclave, Sector 17, Gurgaon",Beverages,Delhi NCR,28.48024,77.0593
20850363,The Flavours Hut,4.0,Very Good,9,0,4.0,9,₹200 for two,₹250 for one,"Sector 17, Gurgaon","708, Huda Market, Sector 17, Gurgaon",North Indian,Delhi NCR,28.48024,77.0593
20845573,Fitzza,3.6,Good,228,0,3.6,228,₹200 for two,₹250 for one,"DLF Phase 3, Gurgaon","Shop 1 Ground Floor, Nathupur Road, Near NR 27, DLF Phase 3, Gurgaon","Italian, Pizza",Delhi NCR,28.50079,77.09259
20810239,Banoffi,0.0,Not rated,3,0,,3,₹200 for two,₹100 for one,"Sector 22, Gurgaon","First Floor, Inayatpur, Near Ahuja Tyres, Sector 22, Gurgaon",Desserts,Delhi NCR,28.50273,77.06222
20729541,The Big Momo,2.1,Poor,8,0,2.1,8,₹150 for two,₹100 for one,"Sector 23, Gurgaon","Shop 45-A, Sector 23, Gurgaon",Momos,Delhi NCR,28.50389,77.04526
20598188,Kitchen Of RA,3.4,Average,421,3,3.4,418,₹500 for two,₹550 for one,"DLF Phase 3, Gurgaon","Shop 1, Cross Road Complex, Sector 24, DLF Phase 3, Gurgaon","North Indian, Fast Food",Delhi NCR,28.50079,77.09259
18350132,Shree Om Food Plaza,4.1,Very Good,"8,207",215,4.4,"7,992",₹450 for two,₹550 for one,"DLF Phase 3, Gurgaon","Moulsari Road, W Block, DLF Phase 3, Gurgaon","North Indian, Chinese",Delhi NCR,28.50079,77.09259
20312699,K Grill Biryani,3.0,Average,83,0,3.0,83,₹400 for two,₹550 for one,"Sector 12, Gurgaon","Shop 1, House 540, Moji Wala Road, Near Bhim Nagar, Sector 12, Gurgaon",Biryani,Delhi NCR,28.4635,77.02679
20729084,Dou Chi,3.6,Good,13,0,3.6,13,₹550 for two,₹550 for one,"DLF Phase 3, Gurgaon","S/27/17, Nathupur, Block 1/6, DLF Phase 3, Gurgaon","Chinese, Momos, Shake, Beverages",Delhi NCR,28.50079,77.09259
20951395,The Chinese Delight's,4.0,Very Good,8,,,,₹500 for two,₹550 for one,"Sector 22, Gurgaon","Plot 149, Noble Enclave, Gali 2, Sector 22, Gurgaon",Chinese,Delhi NCR,28.50273,77.06222
20140980,Kuch Meetha Ho Jaye,0.0,Not rated,0,0,,0,₹200 for two,₹100 for one,"Vasant Kunj, New Delhi","House 361, Ground Floor, Opposite Mother Dairy Booth, Vasant Kunj, New Delhi","Mithai, Desserts, Beverages",Delhi NCR,28.53151,77.15021
19395982,Olive Baking Company,0.0,Not rated,2,0,,2,₹400 for two,₹200 for one,"Sector 22, Gurgaon","Shop 2, Plot 373, Satguru Farm, Phase 4, Opposite Maruti Gate 1, 40 Feet Road, Sector 22, Gurgaon",Bakery,Delhi NCR,28.50273,77.06222
20539363,Gaye Mata Ki Rasoi,3.0,Average,74,0,3.0,74,₹200 for two,₹100 for one,"Sector 12, Gurgaon","Shop 135, Near Bhim Nagar Chowk, Bajghera, Sector 12, Gurgaon","North Indian, Street Food, Beverages",Delhi NCR,28.4635,77.02679
20695618,Desi Chamapran Meat House,2.9,Average,15,0,2.9,15,₹400 for two,₹200 for one,"Sector 23, Gurgaon","Shayam Colony, Daulatpur Nasirabad, Near Mata Shitala Mandir, Sector 23, Gurgaon","Chinese, Biryani, North Indian, Sichuan, Kebab, Mughlai, Rolls",Delhi NCR,28.50389,77.04526
20275009,Little India,3.8,Good,75,0,3.8,75,₹500 for two,₹200 for one,"Sector 12, Gurgaon","Shop 20, Gali 1, Sector 12, Gurgaon","Biryani, Mughlai",Delhi NCR,28.4635,77.02679
20785640,Foodie Street,0.0,Not rated,4,0,,4,₹400 for two,₹200 for one,"Sector 14, Gurgaon","Old DLF Colony, Sector 14, Gurgaon","North Indian, Street Food, Shake",Delhi NCR,28.47375,77.04689
20825331,Noodle Dragon,0.0,Not rated,4,0,,4,₹200 for two,₹250 for one,"Palam Vihar, Gurgaon","Shop 63, 1st Floor, Global Foyer Mall, Block H, Palam Vihar, Gurgaon",Chinese,Delhi NCR,28.51679,77.04054
20422187,Love Over Burger & Pizza,0.0,Not rated,4,0,,4,₹350 for two,₹250 for one,"Palam Vihar, Gurgaon","Shop 15-B, Main Bajghera Road, Sector-4, Palam Vihar, Gurgaon","Fast Food, Pizza, Burger, Pasta, Wraps, Sandwich, Shake, Beverages",Delhi NCR,28.51679,77.04054
20733767,Reena Chamaparan Meat House,2.1,Poor,6,0,2.1,6,₹500 for two,₹250 for one,"Palam Vihar, Gurgaon","Shayam Colony, Om Vihar Phase-2, Near ITM College, Palam Vihar, Gurgaon","Bihari, Biryani",Delhi NCR,28.51679,77.04054
20739718,Delhi Cacies,4.0,Very Good,13,0,4.0,13,₹500 for two,₹400 for one,"DLF Phase 3, Gurgaon","S/27/17, Block 1/6, DLF Phase 3, Gurgaon","North Indian, Shawarma, Rolls, Wraps, Biryani",Delhi NCR,28.50079,77.09259
20850755,Biryani King,0.0,Not rated,4,0,,4,₹550 for two,₹400 for one,"Palam Vihar, Gurgaon","Shayam Colony, Sector 23 A, Near Mata Shitala Mandir, Palam Vihar, Gurgaon","North Indian, Mughlai",Delhi NCR,28.51679,77.04054
20644703,Bengali Bistro,3.6,Good,331,12,3.5,319,₹650 for two,₹400 for one,"Sikandarpur, Gurgaon","Shop 237, Second Floor, Sikandarpur, Gurgaon","North Indian, Mughlai, Chinese, Biryani, Seafood, Rolls",Delhi NCR,28.48633,77.1021
