country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,source_url,etl_timestamp
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-18,-20,12,-27,1,-4,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-19,-21,21,-23,4,0,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-20,-17,15,-17,-2,-13,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-21,-18,17,-18,1,-12,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-22,-18,14,-16,3,-10,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-23,-18,15,-17,2,-9,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-24,-14,16,-14,5,-11,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-25,-16,10,-18,-3,-18,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-26,-30,8,-24,-1,2,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-27,-18,11,-13,-5,-15,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-28,-26,1,-23,-5,-14,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-29,-20,12,-11,3,-14,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-30,-24,5,-17,-3,-16,9,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2021-12-31,-19,12,-19,-6,-16,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-01,-31,-7,-28,-18,-20,9,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-02,-37,0,-30,-8,-5,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-03,-30,1,-19,-9,-18,9,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-04,-29,5,-28,-11,-19,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-05,-47,-26,-48,-22,-23,14,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-06,-30,7,-34,-17,-19,11,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-07,-27,14,-31,-13,-19,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-08,-84,-72,-80,-59,-69,26,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-09,-81,-64,-76,-54,-53,19,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-10,-28,6,-32,-24,-17,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-11,-33,5,-38,-23,-23,11,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-12,-34,2,-37,-23,-25,12,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-13,-35,1,-39,-26,-26,13,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-14,-35,0,-41,-28,-26,13,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-15,-78,-65,-71,-57,-58,22,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-16,-77,-60,-68,-53,-46,16,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-17,-29,5,-31,-26,-20,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-18,-33,1,-38,-26,-24,11,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-19,-30,0,-36,-24,-22,11,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-20,-30,1,-37,-26,-21,11,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-21,-27,7,-33,-19,-21,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-22,-76,-66,-72,-53,-58,20,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-23,-73,-57,-66,-50,-44,14,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-24,-24,6,-31,-25,-17,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-25,-30,-4,-40,-26,-22,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-26,-55,-45,-50,-50,-72,21,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-27,-25,10,-29,-19,-17,9,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-28,-23,9,-29,-19,-15,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-29,-29,-2,-38,-24,-7,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-30,-33,0,-38,-24,3,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-01-31,-23,5,-22,-18,-17,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-01,-21,11,-27,-14,-16,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-02,-21,10,-26,-10,-15,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-03,-31,-6,-38,-16,-16,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-04,-23,8,-30,-10,-14,9,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-05,-25,2,-34,-12,-8,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-06,-28,9,-29,-10,0,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-07,-21,6,-17,-9,-16,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-08,-21,9,-20,-3,-15,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-09,-21,6,-21,-2,-14,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-10,-18,12,-15,-6,-15,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-11,-20,9,-14,2,-12,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-12,-19,11,-21,-3,-9,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-13,-23,17,-17,0,2,3,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-14,-14,10,-7,0,-14,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-15,-15,15,-12,5,-13,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-16,-16,12,-10,5,-17,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-17,-16,12,-7,7,-11,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-18,-18,9,-10,4,-12,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-19,-20,7,-16,1,-4,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-20,-24,14,-11,4,1,3,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-21,-16,10,-2,5,-14,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-22,-15,13,-5,8,-12,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-23,-17,11,-6,9,-9,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-24,-19,9,-7,5,-8,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-25,-19,10,-7,9,-7,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-26,-19,10,-10,8,-2,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-27,-25,15,-11,5,7,3,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-02-28,-15,14,2,4,-11,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-01,-21,9,-13,-13,-30,10,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-02,-19,10,-1,9,-9,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-03,-21,11,-1,4,-7,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-04,-22,9,2,5,-7,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-05,-22,10,-8,5,1,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-06,-26,15,-8,7,6,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-07,-20,11,5,4,-9,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-08,-20,13,7,7,-8,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-09,-22,9,5,9,-6,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-10,-25,4,3,4,-5,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-11,-25,6,7,6,-3,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-12,-25,9,-1,4,-4,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-13,-30,13,-1,8,6,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-14,-26,4,10,3,-8,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-15,-25,6,9,8,-8,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-16,-26,3,15,18,-7,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-17,-35,-8,5,2,-19,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-18,-66,-64,-53,-57,-82,24,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-19,-36,-14,-15,-18,-20,8,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-20,-37,-8,-5,3,1,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-21,-28,-2,15,7,-10,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-22,-26,5,9,7,-9,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-23,-24,4,13,9,-6,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-24,-25,5,11,3,-5,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-25,-24,5,11,6,-4,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-26,-25,6,3,4,1,4,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-27,-30,7,0,6,8,3,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-28,-24,4,14,2,-7,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-29,-23,7,9,5,-6,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-30,-23,6,13,7,-4,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-03-31,-23,7,10,3,-4,5,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-01,-21,8,14,5,-3,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-02,-30,2,-4,-1,2,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-03,-34,3,-9,0,5,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-04,-29,-1,12,-1,-6,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-05,-25,0,25,4,-5,6,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-06,-28,-2,7,2,-4,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-07,-29,2,6,1,-3,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
IN,India,Delhi,Central Delhi,,,,ChIJiT9nOFj9DDkRkoyq8FS5wxo,2022-04-08,-30,2,8,3,-1,7,https://www.gstatic.com/covid19/mobility/Global_Mobility_Report.csv,2023-07-10 00:07:58.145154+00:00
